DSMUID,MackConfig,SVID,WNsf,TOWsf,Section 0-index,Mack bits
CIDKR0_DAY0_OP_NOM,0,6,1018,432151,0,B4F2D780A9041A000E7818002E8F0700FD99AEC3A90B845BC216044F64D8
CIDKR0_DAY0_OP_NOM,0,6,1018,432151,1,EE310500B349160027CA11004B2B0900C7D0E57BD7343988E2DE123241CE
CIDKR0_DAY0_OP_NOM,0,7,1018,432151,0,6788119015FD06009FBC0800D65118000EC0C0C0DB3DF3FC6FFEB5733C53
CIDKR0_DAY0_OP_NOM,0,7,1018,432151,1,618C0E004B330D0024FE0F0081C01A006C0D864D72F843708FE69EDFB020
CIDKR0_DAY0_OP_NOM,0,8,1018,432151,0,679EA40020A90D00853F010080F807000014865F017896D917F4C5FA43D6
CIDKR0_DAY0_OP_NOM,0,8,1018,432151,1,0F380F006B8219000B920C00CDCD170071EAE17136535B3B29B91249E818
CIDKR0_DAY0_OP_NOM,0,9,1018,432151,0,216543704FC60A00CD9110007EA305006312FA0E9F9C7BB4C73C450516D6
CIDKR0_DAY0_OP_NOM,0,9,1018,432151,1,C4ED1500ABFA0300F4AB1600564E1A0051E42A2B33FCF9101E0DBADC8016
CIDKR0_DAY0_OP_NOM,0,10,1018,432151,0,0075E6306376050000830B00F8CF0900337EC18B955C21639A919D7E2900
CIDKR0_DAY0_OP_NOM,0,10,1018,432151,1,616D030035F91A0082AD1B0022881200F1AA4466C3B67421CBE8FF7FBA7F
CIDKR0_DAY0_OP_NOM,0,11,1018,432151,0,AA76FF30675C1100C4D21200C3360C00BE8D6499E2A2793BE202EF10835F
CIDKR0_DAY0_OP_NOM,0,11,1018,432151,1,BBC20A0004B40400011F0500B38A0300D281EE4A9CA62CE7BA40C4FD5178
CIDKR0_DAY0_OP_NOM,0,12,1018,432151,0,6AA6F56045E111003F151200D6110B004A5C4084E452AB24BE9654F010C3
CIDKR0_DAY0_OP_NOM,0,12,1018,432151,1,C0400D002A7918009BBF13002C0B0800B43B082F9AC0DDBCFB52152C3CAD
CIDKR0_DAY0_OP_NOM,0,13,1018,432151,0,085194D0C8C90C00A36D0E00F6BD0100A70BBE4408BA748F92D7E6A34C0B
CIDKR0_DAY0_OP_NOM,0,13,1018,432151,1,CC7A11005252070037BB120078121B00ED22D06600A9FC39C906B4628474
CIDKR0_DAY0_OP_NOM,0,14,1018,432151,0,69D0BB00F82B01001EB60F0015AE0D007B5273CC38ECED135E26B0337DEC
CIDKR0_DAY0_OP_NOM,0,14,1018,432151,1,5765070006251900DE1016001B63150078D0BFE3C19B9DC3ED4E309DB864
CIDKR0_DAY0_OP_NOM,0,15,1018,432151,0,7D85D56042E916003AC70E00660C1000B31651405D9D864E42DC266C9A03
CIDKR0_DAY0_OP_NOM,0,15,1018,432151,1,0F490800C6E3010041BE0700CF541400DC73A0B7BF5483DA7E3D71C520FE
CIDKR0_DAY0_OP_NOM,0,16,1018,432151,0,69FBB34064EF1600AE8A0F00424D0900D83E87A3B84FA6E3BCD661908C41
CIDKR0_DAY0_OP_NOM,0,16,1018,432151,1,F3AA1400D1321700E21D04005520050036EDDD3A625A9BFFF2435C6D63F5
CIDKR0_DAY0_OP_NOM,0,17,1018,432151,0,F87C80909B2C1B0094A20B009C3C1800682218AC66884283C243F39CD04E
CIDKR0_DAY0_OP_NOM,0,17,1018,432151,1,62E31200D8F00D009423060003131A00EB504DEC1E811B11651B8DFEF21D
CIDKR0_DAY0_OP_NOM,0,18,1018,432151,0,312E4AD033C60C008EEF0B00176511002B4149C3D63917BB7182D1AE30F6
